Account or Security,Coupon,Maturity Date,Quantity,Cost Value,Market Value,Year,Industry
OCCIDENTAL PETE,2.5,02/01/16,575000,583127.5,584334.55,2014,oil_gas
OCCIDENTAL PETE,4.125,06/01/16,400000,407148,405402,2015,oil_gas
OCCIDENTAL PETE,2.5,02/01/16,3935000,3958853.05,3938289.66,2015,oil_gas
OCCIDENTAL PETE,0,10/10/36,5000000,2380070,2100000,2020,oil_gas
OCCIDENTAL PETE,2.9,08/15/24,110000,109857,93992.8,2020,oil_gas
OCCIDENTAL PETE,2.7,08/15/22,260000,259721.8,242047,2020,oil_gas
OCCIDENTAL PETE,0,10/10/36,3913000,1862642.78,2034760,2021,oil_gas
OCCIDENTAL PETE,0,10/10/36,2024000,963452.33,1002698.34,2022,oil_gas
OCCIDENTAL PETE,6.13,01/01/31,1754000,1787118.84,1781011.6,2023,oil_gas
OCCIDENTAL PETE,0,10/10/36,2024000,963452.33,1074731.71,2023,oil_gas
OCCIDENTAL PETE,8.5,07/15/27,90000,98118.15,97218.9,2023,oil_gas
OCCIDENTAL PETE,5.88,09/01/25,245000,246792,243323.9,2023,oil_gas
OGE ENERGY CORP .703% 05-26-20,0.7,05/26/23,590000,590000,590158.12,2021,
OGE ENERGY CORP .703% 05-26-20,0.7,05/26/23,590000,590000,574928.86,2022,
OHIO NATL LIFE INS CO SU,6.88,06/15/42,175000,201167.75,156503.78,2023,
OHIO POWER CO,5.75,09/01/13,650000,676864.5,672454.9,2012,
OHIO PWR CO 5.375% DUE 10-01-2,5.38,10/01/21,135000,145119.6,143781.89,2018,
OKLAHOMA GAS & ELEC CO 5.4% ,0.55,05/26/23,100000,100000,100003.21,2021,
OKLAHOMA GAS & ELEC CO 5.4% ,0.55,05/26/23,100000,100000,97168.15,2022,
OKLAHOMA GAS & ELEC CO 5.4% ,5.4,01/15/33,218000,224130.16,221481.48,2023,
OKLAHOMA GAS & ELEC CO 5.4% ,5.4,01/15/33,125000,124615,126996.26,2023,
OMEGA HEALTHCARE INVS INC 4.95,4.95,04/01/24,75000,73818,73944.52,2023,
OMNICOM GROUP INC,5.9,04/15/16,1479000,1546208.41,1497888.3,2015,
ONCOR ELEC DELIVERY CO 4,4.55,09/15/32,415000,418796.79,402724.69,2023,
ONCOR ELECTRIC DELIVERY,5.95,09/01/13,155000,154792.3,166295.47,2009,
ONCOR ELECTRIC DELIVERY,5.95,09/01/13,155000,154792.3,171624.06,2010,
ONCOR ELECTRIC DELIVERY,5.95,09/01/13,155000,154792.3,165852.01,2011,
ONCOR ELECTRIC DELIVERY,6.375,01/15/15,932000,1029999.8,984243.26,2013,
ONCOR ELECTRIC DELIVERY,5,09/30/17,726000,788646.54,788669.77,2014,
ONCOR ELECTRIC DELIVERY,5,09/30/17,726000,788646.54,761195.02,2015,
ONCOR ELECTRIC DELIVERY,5,09/30/17,726000,788646.54,745146.8,2016,
ONCOR ELECTRIC DELIVERY,2.95,04/01/25,400000,427028,427565.38,2021,
ONCOR ELECTRIC DELIVERY,2.95,04/01/25,400000,427028,390791.54,2022,
ONCOR ELECTRIC DELIVERY,2.95,04/01/25,400000,427028,382615.21,2023,
ONE GAS INC .78725% 03-11-2023,0.73,03/11/23,330000,330000,330139.93,2021,oil_gas
ONE GAS INC .78725% 03-11-2023,0.73,03/11/23,1800000,1800000,1800763.27,2021,oil_gas
ONE GAS INC .78725% 03-11-2023,0.73,03/11/23,1024000,1024000,1024434.22,2021,oil_gas
ONE GAS INC .78725% 03-11-2023,0.85,03/11/23,903000,902729.1,903440.26,2021,oil_gas
ONE GAS INC .78725% 03-11-2023,2.33,03/11/23,164000,164000,163311.94,2022,oil_gas
ONE GAS INC .78725% 03-11-2023,2.33,03/11/23,896000,896000,892240.86,2022,oil_gas
ONE GAS INC .78725% 03-11-2023,0.85,03/11/23,903000,902729.1,883145.29,2022,oil_gas
ONE GAS INC .78725% 03-11-2023,2.33,03/11/23,508000,508000,505868.7,2022,oil_gas
ONEOK INC NEW 7.15% DUE 01-15-,7.15,01/15/51,45000,46545.3,47027.02,2023,oil_gas
ONEOK PARTNERS,5.9,04/01/12,140000,141738.8,148407.28,2009,oil_gas
ONEOK PARTNERS,5.9,04/01/12,140000,141738.8,147853.72,2010,oil_gas
ONEOK PARTNERS,3.25,02/01/16,180000,184618.8,185281.74,2011,oil_gas
ONEOK PARTNERS,3.25,02/01/16,180000,184618.8,189906.48,2012,oil_gas
ONEOK PARTNERS,3.25,02/01/16,180000,184618.8,187154.28,2013,oil_gas
ONEOK PARTNERS,3.25,02/01/16,180000,184618.8,183604.14,2014,oil_gas
ORACLE CORP,4.95,04/15/13,650000,704970.5,708112.6,2010,
ORACLE CORP,4.95,04/15/13,350000,379599.5,369616.8,2011,
ORACLE CORP,5.25,01/15/16,660000,768246.6,746862.6,2012,
ORACLE CORP,0.824,01/15/19,390000,390000,391543.23,2013,
ORACLE CORP,2.375,01/15/19,320000,318886.4,322864.64,2013,
ORACLE CORP,5.25,01/15/16,660000,768246.6,720458.64,2013,
ORACLE CORP,1.2,10/15/17,880000,881298.85,865971.04,2013,
ORACLE CORP,2.375,01/15/19,320000,318886.4,325537.28,2014,
ORACLE CORP,0.432,07/07/17,380000,380000,379620.76,2014,
ORACLE CORP,5.25,01/15/16,660000,768246.6,691622.58,2014,
ORACLE CORP,1.2,10/15/17,880000,881298.85,876868.08,2014,
ORACLE CORP,0.432,07/07/17,2275000,2275000,2272729.55,2014,
ORACLE CORP,0.432,07/07/17,145000,145000,144855.29,2014,
ORACLE CORP,2.95,05/15/25,390000,380094,379934.1,2015,
ORACLE CORP,2.375,01/15/19,320000,318886.4,324941.12,2015,
ORACLE CORP,0.523,07/07/17,2275000,2275000,2273255.07,2015,
ORACLE CORP,0.523,07/07/17,145000,145000,144888.78,2015,
ORACLE CORP,2.4,09/15/23,375000,377261.25,363300.38,2016,
ORACLE CORP,2.38,01/15/19,320000,318886.4,324283.2,2016,
ORACLE CORP,1.9,09/15/21,350000,349391,342017.55,2016,
ORACLE CORP,2.25,10/08/19,55000,56354.1,55666.99,2016,
ORACLE CORP,1.46,01/15/19,85000,85457.42,85693.18,2016,
ORACLE CORP,1.07,07/07/17,145000,145000,145109.77,2016,
ORACLE CORP,2.4,09/15/23,375000,377261.25,370310.25,2017,
ORACLE CORP,1.9,09/15/21,350000,349391,344476.3,2017,
ORACLE CORP,2.5,05/15/22,200000,200520,200315.2,2017,
ORACLE CORP,2.25,10/08/19,55000,56354.1,55248.66,2017,
ORACLE CORP,1.94,01/15/19,105000,105611.24,105545.48,2017,
ORACLE CORP,1.9,09/15/21,350000,349391,333346.65,2018,
ORACLE CORP,2.5,05/15/22,200000,200520,194743.6,2018,
ORACLE CORP,1.9,09/15/21,350000,349391,348228.3,2019,
ORACLE CORP,2.5,05/15/22,540000,538200.7,545782.86,2019,
ORACLE CORP,2.63,02/15/23,70000,69680.8,71062.95,2019,
ORACLE CORP,2.5,04/01/25,1815000,1814328.45,1943905.15,2020,
ORACLE CORP,2.5,05/15/22,540000,538200.7,558348.52,2020,
ORACLE CORP,2.63,02/15/23,70000,69680.8,73621.5,2020,
ORACLE CORP,2.5,04/01/25,1265000,1264531.95,1328803.58,2021,
ORACLE CORP,2.88,03/25/31,1155000,1153209.75,1201290.45,2021,
ORACLE CORP,1.65,03/25/26,260000,259875.2,263552.15,2021,
ORACLE CORP,2.5,05/15/22,540000,538200.7,548353.61,2021,
ORACLE CORP,2.63,02/15/23,2612000,2706058.12,2699564.61,2021,
ORACLE CORP,2.5,04/01/25,1265000,1264531.95,1201897.9,2022,
ORACLE CORP,2.88,03/25/31,410000,409364.5,337804.27,2022,
ORACLE CORP,1.65,03/25/26,410000,403287.2,367261.05,2022,
ORACLE CORP,2.5,04/01/25,1057000,1071628.88,1004273.58,2022,
ORACLE CORP,2.63,02/15/23,2612000,2706058.12,2601249.95,2022,
ORACLE CORP,2.5,04/01/25,1265000,1264531.95,1200659.01,2023,
ORACLE CORP,6.15,11/09/29,325000,343261.75,338509.44,2023,
ORACLE CORP,1.65,03/25/26,570000,546965.6,517304.26,2023,
ORACLE CORP,2.65,07/15/26,340000,311633.8,314321.91,2023,
ORACLE CORP,2.5,04/01/25,1057000,1071628.88,1003238.4,2023,
ORACLE CORP,2.4,09/15/23,250000,247297.5,248269.52,2023,
ORACLE CORP,4.9,02/06/33,80000,77593.65,77656.38,2023,
ORACLE CORP,5.38,07/15/40,80000,75800.9,76348.68,2023,
ORACLE CORP,6.5,04/15/38,165000,177644.55,175661.72,2023,
ORACLE CORP,6.9,11/09/52,125000,139092.75,140295.96,2023,
ORACLE CORP,3.6,04/01/50,145000,144498.3,103611.05,2023,
ORACLE CORP,3.95,03/25/51,325000,325601.25,245739.7,2023,
ORACLE CORP,5.55,02/06/53,150000,149239.5,145251.47,2023,
ORACLE CORP,6.25,11/09/32,200000,199648,212298.41,2023,
ORANGE 5.375% DUE 07-08-2019/0,5.38,07/08/19,719000,746670.41,736504.06,2018,
ORANGE S A 1.625% DUE 11-03-20,1.63,11/03/19,380000,379445.2,373957.62,2016,
ORANGE S A 1.625% DUE 11-03-20,1.63,11/03/19,850000,848759,836484.15,2016,
ORANGE S A 1.625% DUE 11-03-20,1.63,11/03/19,380000,379445.2,375266.34,2017,
ORANGE S A 1.625% DUE 11-03-20,1.63,11/03/19,850000,848759,839411.55,2017,
ORANGE S A 1.625% DUE 11-03-20,1.63,11/03/19,380000,379445.2,372946.82,2018,
ORANGE S A 1.625% DUE 11-03-20,1.63,11/03/19,850000,848759,834223.15,2018,
ORANGE S A 1.625% DUE 11-03-20,2.75,02/06/19,500000,502155,499661,2018,
ORANGE S A 1.625% DUE 11-03-20,1.63,11/03/19,380000,379445.2,378804.52,2019,
ORBIA ADVANCE CORP S A B DE C,1.88,05/11/26,200000,180500,179250,2023,
ORIX CORP 5.2% DUE 09-13-2032,5.2,09/13/32,169000,170461.86,171021.22,2023,
OSHKOSH CORP 3.1% DUE 03-01-20,3.1,03/01/30,350000,312291,304940.35,2023,
OTIS WORLDWIDE CORP NT 1,1.82,04/05/23,160000,160000,158241.48,2020,
OTIS WORLDWIDE CORP NT 1,2.06,04/05/25,100000,99999,104909.09,2020,
OTIS WORLDWIDE CORP NT 1,2.06,04/05/25,200000,199998,209818.18,2020,
OTIS WORLDWIDE CORP NT 1,0.64,04/05/23,160000,159916.8,160013.1,2021,
OTIS WORLDWIDE CORP NT 1,2.06,04/05/25,100000,105520.46,103892.8,2021,
OTIS WORLDWIDE CORP NT 1,2.06,04/05/25,200000,211040.93,207785.59,2021,
OTIS WORLDWIDE CORP NT 1,2.06,04/05/25,100000,105520.46,94699.64,2022,
OTIS WORLDWIDE CORP NT 1,2.06,04/05/25,200000,211040.93,189399.28,2022,
OTIS WORLDWIDE CORP NT 1,2.06,04/05/25,470000,456691.16,442919.83,2023,
OTIS WORLDWIDE CORP NT 1,2.06,04/05/25,200000,211040.93,188476.52,2023,
OWL ROCK CAP CORP 3.75% DUE ,3.75,07/22/25,195000,194270.7,180694.59,2023,
PAC GAS & ELEC CO,3.5,10/01/20,175000,174132,166590.2,2010,
PAC GAS & ELEC CO,3.5,10/01/20,175000,174132,182734.3,2011,
PAC GAS & ELEC CO,3.5,10/01/20,325000,330334.5,356236.72,2012,
PAC GAS & ELEC CO,3.5,10/01/20,325000,330334.5,330747.3,2013,
PAC GAS & ELEC CO,3.5,10/01/20,325000,330334.5,337743.25,2014,
PAC GAS & ELEC CO,3.5,10/01/20,325000,330334.5,337836.2,2015,
PACCAR FINANCIAL CORP,1.05,06/05/15,460000,464268.8,463959.22,2012,
PACCAR FINANCIAL CORP,1.05,06/05/15,660000,666162.8,665383.62,2013,
PACCAR FINANCIAL CORP,1.1,06/06/17,195000,194748.45,194196.79,2014,
PACCAR FINANCIAL CORP,0.425,06/06/17,600000,600000,599974.8,2014,
PACCAR FINANCIAL CORP,1.1,06/06/17,300000,299814.6,298482,2015,
PACCAR FINANCIAL CORP,1.75,08/14/18,165000,164874.6,164438.67,2015,
PACCAR FINANCIAL CORP,0.642,06/06/17,600000,600000,598269.6,2015,
PACCAR FINANCIAL CORP,1.75,08/14/18,165000,164874.6,165700.59,2016,
PACCAR FINANCIAL CORP,1.65,02/25/19,240000,239664,239172.24,2016,
PACCAR FINL CORP MEDIUM TERM S,2.8,03/01/21,190000,189906.9,188355.36,2018,
PACCAR FINL CORP MEDIUM TERM S,2.8,03/01/21,190000,189906.9,191744.2,2019,
PACCAR FINL CORP MEDIUM TERM S,3.15,08/09/21,170000,169947.3,173083.29,2019,
PACCAR FINL CORP MEDIUM TERM S,2.85,03/01/22,170000,169850.4,173157.92,2019,
PACCAR FINL CORP MEDIUM TERM S,3.15,08/09/21,495000,494846.55,503977.82,2019,
PACCAR FINL CORP MEDIUM TERM S,1.8,02/06/25,170000,169862.3,176953.32,2020,
PACCAR FINL CORP MEDIUM TERM S,0.8,06/08/23,20000,19972.2,20076.64,2020,
PACCAR FINL CORP MEDIUM TERM S,2.25,02/25/21,2638000,2647364.9,2670068.53,2020,
PACCAR FINL CORP MEDIUM TERM S,1.8,02/06/25,170000,169862.3,174383.64,2021,
PACCAR FINL CORP MEDIUM TERM S,0.8,06/08/23,20000,19972.2,20165.72,2021,
PACCAR FINL CORP MEDIUM TERM S,1.8,02/06/25,170000,169862.3,162467.78,2022,
PACCAR FINL CORP MEDIUM TERM S,0.8,06/08/23,20000,19972.2,19567.11,2022,
PACCAR FINL CORP MEDIUM TERM S,3.55,08/11/25,649000,648539.21,629226.64,2023,
PACCAR FINL CORP MEDIUM TERM S,4.95,10/03/25,410000,409696.6,407367.8,2023,
PACCAR FINL CORP MEDIUM TERM S,1.8,02/06/25,170000,169862.3,160369.73,2023,
PACCAR FINL CORP MEDIUM TERM S,3.55,08/11/25,300000,299787,290859.77,2023,
PACIFIC GAS & ELEC,4.8,03/01/14,500000,472126,530999,2009,oil_gas
PACIFIC GAS & ELEC,4.8,03/01/14,500000,472126,537333,2010,oil_gas
PACIFIC GAS & ELEC,6.25,12/01/13,480000,536241.6,524624.16,2011,oil_gas
PACIFIC GAS & ELEC,6.25,12/01/13,150000,167575.5,157591.8,2012,oil_gas
PACIFIC GAS & ELEC,3.75,02/15/24,500000,543730,520810.5,2016,oil_gas
PACIFIC GAS & ELEC,1.13,11/30/17,177000,177000,177056.64,2016,oil_gas
PACIFIC GAS & ELEC,3.75,02/15/24,500000,543730,518366,2017,oil_gas
PACIFIC GAS & ELEC,1.71,11/28/18,1425000,1425000,1424143.58,2017,oil_gas
PACIFIC GAS & ELEC,3.75,02/15/24,500000,543730,482383.5,2018,oil_gas
PACIFIC GAS & ELEC,2.5,02/01/31,1705000,1703226.8,1668052.65,2020,oil_gas
PACIFIC GAS & ELEC,1.75,06/16/22,1091000,1090934.54,1092745.6,2020,oil_gas
PACIFIC GAS & ELEC,2.5,02/01/31,690000,689282.4,646907.06,2021,oil_gas
PACIFIC GAS & ELEC,2.5,02/01/31,690000,689282.4,527802.98,2022,oil_gas
PACIFIC GAS & ELEC,6.1,01/15/29,350000,349860,344369.42,2023,oil_gas
PACIFIC GAS & ELEC,6.1,01/15/29,200000,199920,196782.53,2023,oil_gas
PACIFIC GAS & ELEC,4.95,06/08/25,160000,158729.9,155082.85,2023,oil_gas
PACIFIC LIFE GLOBAL FDG,3.3,12/01/27,860000,859809.4,851955.56,2017,
PACIFIC LIFE GLOBAL FDG,1.2,06/24/25,120000,121662,120283.14,2021,
PACIFIC LIFE GLOBAL FDG,0.5,09/23/23,290000,289637.5,290314.25,2021,
PACIFIC LIFE GLOBAL FDG,0.5,09/23/23,2175000,2172281.25,2177356.9,2021,
PACIFIC LIFE GLOBAL FDG,1.2,06/24/25,120000,121662,110207.78,2022,
PACIFIC LIFE GLOBAL FDG,0.5,09/23/23,2175000,2172281.25,2100637.1,2022,
PACIFIC LIFE GLOBAL FDG,0.5,09/23/23,1446000,1401376.44,1396561.49,2022,
PACIFIC LIFE GLOBAL FDG,1.2,06/24/25,700000,654020.8,638307.45,2023,
PACIFIC LIFE GLOBAL FDG,0.5,09/23/23,2175000,2172281.25,2149511.41,2023,
PACIFIC LIFE GLOBAL FDG,0.5,09/23/23,1446000,1401376.44,1429054.49,2023,
PACIFICORP,5.45,09/15/13,590000,612101.4,609876.51,2012,
PACIFICORP 3.35% DUE 07-01-202,3.6,04/01/24,200000,215700,214396.28,2021,
PACIFICORP 3.35% DUE 07-01-202,3.35,07/01/25,210000,222081.3,208600.7,2022,
PACIFICORP 3.35% DUE 07-01-202,3.6,04/01/24,200000,215700,200290.44,2022,
PACIFICORP 3.35% DUE 07-01-202,3.35,07/01/25,650000,651587.3,617482.01,2023,
PACKAGING CORP AMER 2.45% DUE ,4.5,11/01/23,405000,403926.75,406058.26,2013,
PACKAGING CORP AMER 2.45% DUE ,4.5,11/01/23,405000,403926.75,424241.95,2014,
PACKAGING CORP AMER 2.45% DUE ,4.5,11/01/23,405000,403926.75,425260.12,2015,
PACKAGING CORP AMER 2.45% DUE ,2.45,12/15/20,160000,159828.8,160224.48,2017,
PACKAGING CORP AMER 2.45% DUE ,2.45,12/15/20,190000,189796.7,190266.57,2017,
PACKAGING CORP AMER 2.45% DUE ,2.45,12/15/20,160000,159828.8,156547.52,2018,
PACKAGING CORP AMER 2.45% DUE ,4.5,11/01/23,210000,219185.4,217000.77,2018,
PACKAGING CORP AMER 2.45% DUE ,2.45,12/15/20,190000,189796.7,185900.18,2018,
PACKAGING CORP AMER 2.45% DUE ,2.45,12/15/20,160000,159828.8,159868.96,2019,
PACKAGING CORP AMER 2.45% DUE ,4.5,11/01/23,210000,219185.4,224856.03,2019,
PACKAGING CORP AMER 2.45% DUE ,4.5,11/01/23,210000,219185.4,231141.04,2020,
PACKAGING CORP AMER 2.45% DUE ,4.5,11/01/23,210000,219185.4,226880.3,2021,
PAPA JOHNS INTL INC SR N,3.88,09/15/29,90000,77846.1,76185,2023,
PARKER-HANNIFIN CORP 2.7% DUE ,5.5,05/15/18,155000,154846.55,163289.25,2009,
PARKER-HANNIFIN CORP 2.7% DUE ,5.5,05/15/18,155000,154846.55,173131.9,2010,
PARKER-HANNIFIN CORP 2.7% DUE ,5.5,05/15/18,155000,154846.55,182266.2,2011,
PARKER-HANNIFIN CORP 2.7% DUE ,5.5,05/15/18,155000,154846.55,185824.69,2012,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,80000,79963.2,80965.92,2019,
PARKER-HANNIFIN CORP 2.7% DUE ,3.5,09/15/22,110000,110486.2,113502.51,2019,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,100000,99954,101207.4,2019,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,80000,79963.2,85160.97,2020,
PARKER-HANNIFIN CORP 2.7% DUE ,3.5,09/15/22,110000,110486.2,115959.78,2020,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,260000,263302.8,276773.15,2020,
PARKER-HANNIFIN CORP 2.7% DUE ,3.3,11/21/24,110000,118829.7,118164.75,2021,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,80000,79963.2,84289.04,2021,
PARKER-HANNIFIN CORP 2.7% DUE ,3.5,09/15/22,110000,110486.2,114090.08,2021,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,260000,263302.8,273939.39,2021,
PARKER-HANNIFIN CORP 2.7% DUE ,3.3,11/21/24,110000,118829.7,108589.31,2022,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,80000,79963.2,78067.86,2022,
PARKER-HANNIFIN CORP 2.7% DUE ,3.65,06/15/24,160000,159889.6,158917.46,2022,
PARKER-HANNIFIN CORP 2.7% DUE ,3.5,09/15/22,110000,110486.2,110147.78,2022,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,260000,263302.8,253720.55,2022,
PARKER-HANNIFIN CORP 2.7% DUE ,3.65,06/15/24,110000,109924.1,109255.75,2022,
PARKER-HANNIFIN CORP 2.7% DUE ,3.3,11/21/24,110000,118829.7,106231.51,2023,
PARKER-HANNIFIN CORP 2.7% DUE ,2.7,06/14/24,80000,79963.2,77698.69,2023,
PARKER-HANNIFIN CORP 2.7% DUE ,3.65,06/15/24,480000,477988.8,470326.72,2023,
PARKER-HANNIFIN CORP 2.7% DUE ,3.65,06/15/24,612000,595684.08,599666.57,2023,
PARKER-HANNIFIN CORP 2.7% DUE ,3.65,06/15/24,250000,246365,244961.84,2023,
PARTNERS 3.443% DUE 07-01-2021,3.44,07/01/21,371000,380297.26,378267.89,2017,
PARTNERS 3.443% DUE 07-01-2021,3.44,07/01/21,371000,380297.26,374276.67,2018,
PARTNERS HEALTHCARE SYS INC 3.,3.44,07/01/21,371000,380297.26,380369.98,2019,
PAYPAL HLDGS INC 1.35% DUE 06-,1.35,06/01/23,932000,931142.56,950185.97,2020,
PAYPAL HLDGS INC 1.35% DUE 06-,1.35,06/01/23,80000,79926.4,81561.03,2020,
PAYPAL HLDGS INC 1.35% DUE 06-,2.4,10/01/24,360000,359780.4,382090.1,2020,
PAYPAL HLDGS INC 1.35% DUE 06-,1.35,06/01/23,932000,931142.56,948506.05,2021,
PAYPAL HLDGS INC 1.35% DUE 06-,1.35,06/01/23,80000,79926.4,81416.83,2021,
PAYPAL HLDGS INC 1.35% DUE 06-,2.4,10/01/24,360000,359780.4,379147.48,2021,
PAYPAL HLDGS INC 1.35% DUE 06-,2.4,10/01/24,360000,359780.4,350964.93,2022,
PAYPAL HLDGS INC 1.35% DUE 06-,2.4,10/01/24,510000,506919.9,490081.09,2023,
PAYPAL HLDGS INC 1.35% DUE 06-,1.65,06/01/25,250000,235643.5,233950.62,2023,
PEACEHEALTH 1.375% DUE ,1.38,11/15/25,240000,240838.25,242306.9,2021,
PEACEHEALTH 1.375% DUE ,1.38,11/15/25,240000,240838.25,220909.93,2022,
PEACEHEALTH 1.375% DUE ,1.38,11/15/25,430000,408032.55,387455.31,2023,
PEACHTREE CORNERS FDG TR,3.98,02/15/25,521000,537046.8,536447.65,2017,
PEACHTREE CORNERS FDG TR,3.98,02/15/25,900000,905696.31,875671.2,2018,
PEACHTREE CORNERS FDG TR,3.98,02/15/25,900000,905696.31,936882,2019,
PEACHTREE CORNERS FDG TR,3.98,02/15/25,900000,905696.31,983051.89,2020,
PEACHTREE CORNERS FDG TR,3.98,02/15/25,900000,905696.31,985170.65,2021,
PEACHTREE CORNERS FDG TR,3.98,02/15/25,900000,905696.31,890328.36,2022,
PEACHTREE CORNERS FDG TR,3.98,02/15/25,900000,905696.31,866375.92,2023,
PECO ENERGY CO 5.35%,5.35,03/01/18,174000,183578.7,181472.08,2016,
PECO ENERGY CO 5.35%,5.35,03/01/18,174000,183578.7,175004.15,2017,
PEMEX MASTER TR,0.86,12/03/12,800000,749500,772000,2009,
PEMEX MASTER TR,0.9,12/03/12,800000,749500,794800,2010,
PENNSYLVANIA ELEC CO 5.15% DUE,5.2,04/01/20,623000,636456.8,633910.6,2019,
PENNSYLVANIA ELEC CO 5.15% DUE,5.15,03/30/26,70000,69832.7,68937.3,2023,
PENNSYLVANIA ELEC CO 5.15% DUE,5.15,03/30/26,646000,644456.06,636192.77,2023,
PENSKE TRUCK LEASING CO,3.38,03/15/18,1070000,1090832.9,1088736.77,2016,
PENSKE TRUCK LEASING CO,3.38,03/15/18,1115000,1134647.75,1118324.93,2017,
PENSKE TRUCK LEASING CO,3.9,02/01/24,1691000,1687550.36,1672515.68,2018,
PENSKE TRUCK LEASING CO,3.05,01/09/20,1500000,1501560,1492936.5,2018,
PENSKE TRUCK LEASING CO,3.9,02/01/24,1691000,1687550.36,1768813.06,2019,
PENSKE TRUCK LEASING CO,3.65,07/29/21,500000,499655,511291.5,2019,
PENSKE TRUCK LEASING CO,3.65,07/29/21,260000,259820.6,265871.58,2019,
PENSKE TRUCK LEASING CO,3.05,01/09/20,1500000,1501560,1501809,2019,
PENSKE TRUCK LEASING CO,3.9,02/01/24,1691000,1687550.36,1803849.71,2020,
PENSKE TRUCK LEASING CO,3.65,07/29/21,950000,959186,972356.14,2020,
PENSKE TRUCK LEASING CO,3.65,07/29/21,260000,259820.6,266118.52,2020,
PENSKE TRUCK LEASING CO,3.9,02/01/24,1691000,1687550.36,1813861.4,2021,
PENSKE TRUCK LEASING CO,4.88,07/11/22,1800000,1910142,1877804.8,2021,
PENSKE TRUCK LEASING CO,3.9,02/01/24,1691000,1687550.36,1682671.52,2022,
PENSKE TRUCK LEASING CO,1.7,06/15/26,672000,649024.32,598958.63,2022,
PENSKE TRUCK LEASING CO,4.88,07/11/22,1800000,1910142,1800421.52,2022,
PENSKE TRUCK LEASING CO,3.38,03/01/23,284000,287621,284101.64,2022,
PENSKE TRUCK LEASING CO,2.65,11/03/22,1545000,1571224.83,1544260.81,2022,
PENSKE TRUCK LEASING CO,5.55,05/01/28,1685000,1677282.7,1659008.44,2023,
PENSKE TRUCK LEASING CO,5.75,05/24/26,245000,244713.35,242655.99,2023,
PENSKE TRUCK LEASING CO,3.95,03/10/25,479000,463985.17,460367.01,2023,
PENSKE TRUCK LEASING CO,1.7,06/15/26,672000,649024.32,593428.62,2023,
PENTA AIRCRAFT LEASING 2013 LL,2.65,11/25/25,224939.99,236801.75,235492.45,2021,
PENTA AIRCRAFT LEASING 2013 LL,2.65,11/25/25,176803.63,186127.02,174506.88,2022,
PENTA AIRCRAFT LEASING 2013 LL,2.65,11/25/25,127628.77,134359.02,122542.52,2023,
PENTAIR FINANCE SA,1.35,12/01/15,375000,374857.5,374667.75,2012,
PENTAIR FINANCE SA,1.35,12/01/15,375000,374857.5,377308.12,2013,
PENTAIR FINANCE SA,1.35,12/01/15,375000,374857.5,375616.5,2014,
PENTAIR FINANCE SA,1.35,12/01/15,1100000,1104158,1101808.4,2014,
PENTAIR FINANCE SA,4.65,09/15/25,390000,388767.6,399505.08,2015,
PENTAIR FINANCE SA,1.88,09/15/17,90000,89599.5,90134.28,2016,
PENTAIR FINANCE SA,2.65,12/01/19,135000,135324,134415.86,2017,
PENTAIR FINANCE SA,2.65,12/01/19,135000,135324,133529.04,2018,
PENTAIR FINANCE SA,2.65,12/01/19,135000,135324,134915.09,2019,
PEPSICO INC,0.88,10/25/13,510000,509775.6,504166.62,2010,
PEPSICO INC,0.88,10/25/13,510000,509775.6,512509.2,2011,
PEPSICO INC,2.5,05/10/16,210000,209804.7,218466.78,2011,
PEPSICO INC,5,06/01/18,320000,373267.2,371760,2011,
PEPSICO INC,0.52,05/10/13,1450000,1450000,1451554.4,2011,
PEPSICO INC,0.88,10/25/13,160000,159929.6,160732.8,2012,
PEPSICO INC,2.5,05/10/16,70000,69934.9,73723.72,2012,
PEPSICO INC,5,06/01/18,520000,606907.2,616743.4,2012,
PEPSICO INC,0.75,03/05/15,250000,249890,250899.5,2012,
PEPSICO INC,0.75,03/05/15,900000,903069,903238.2,2012,
PEPSICO INC,0.7,08/13/15,1000000,999950,1001276,2012,
PEPSICO INC,4.65,02/15/13,3080000,3101092.2,3096847.6,2012,
PEPSICO INC,2.5,05/10/16,70000,69934.9,72627.03,2013,
PEPSICO INC,5,06/01/18,520000,606907.2,583295.96,2013,
PEPSICO INC,0.75,03/05/15,250000,249890,250630.5,2013,
PEPSICO INC,0.75,03/05/15,900000,903069,902269.8,2013,
PEPSICO INC,0.7,08/13/15,1000000,999950,1001058,2013,
PEPSICO INC,0.447,02/26/16,870000,870000,870575.07,2013,
PEPSICO INC,5,06/01/18,520000,606907.2,574970.24,2014,
PEPSICO INC,0.75,03/05/15,250000,249890,250130.25,2014,
PEPSICO INC,5,06/01/18,520000,606907.2,562702.92,2015,
